景区名称,用户名,评论内容,标签
泰安方特欢乐世界,麦田里守望者,门票现在是200，火车站附近都有大巴车。也可以坐7路。排队很多，有些项目要三四个小时,positive
青岛市民俗博物馆,忱忱,如果是导游带你进去要小心了哦，中间的大殿还好随便给你个袋子领你进右边屋子开始了，一步一步骗你钱，一对木牌然后蜡烛（不得不佩服里面导购的口才），然后右边进去更惨，又是蜡烛又是符的！出来就是交钱260！哈哈！你们去要小心了哦！不过古话说：花钱消灾也是有道理的！但是只不过不是那么情愿而已.希望对你们有用处！ps：妈祖娘娘要是知道这么被人利用骗钱是不是该气的活过来了?,positive
蓬莱阁景区-田横山,姗宝儿,田横山，与蓬莱阁相邻，我们选择了在蓬莱阁坐来回50元的索道前往，比较有意义的是田横山上的黄海渤海分界点，其余的风光一般，主要是海景，作为一名海边长大的姑娘，对我并没有啥吸引力。,positive
大乳山滨海旅游度假区,卓华,紧挨着海边，不错呦！可以多待一些时间！,positive
燕儿岛山公园,杨漾漾,一个海边的公园，人少景美，这边拍照好好看~?,positive
水浒好汉城,妖怪,仿古建筑，你说水浒好汉们如果活过来，看到执政的官员们那么喜欢他们，还愿意造反不？,negative
山东大学,下里巴人,山大的几个小区都很有特色，红楼的建筑最具人文气息，一墙之隔的教堂是来济南首推的地点，一般不开放哦,positive
护城河环城公园,a昊吃不胖,环城公园有不少小景点，但都值得一看，有黑虎泉、五莲泉、解放阁，每个小景点都有属于它们自己的故事，个人比较喜欢黑虎泉,positive
西霞口风景区,摄影师么么锐,西霞口，我们又见面了。说起西霞口，真的，因为是米果妈妈的老家，因为我这威海女婿爱玩，几乎每年都要开车带着米果和妈妈一起到西霞口来休闲度假，为什么呢？因为这里确实好玩的项目比较多，或者说整个荣成，从南端的石岛开始到北端的西霞口，总有太多吸引人的地方，比如冬季的大天鹅，比如夏季的玩水玩沙，更不说神雕山巨大的海边野生动物园，漫天鸥鸣的海驴岛，东风强劲的天尽头，景色可谓是大气磅礴，加之位于黄海偏北，海水清澈寒凉，更是孕育出各种美味的海鲜，不管何时来，都能畅爽的海吃一顿。每次都不同，西霞口，很认真的在变化着，让即使是一次又一次来到这里的你，总有新发现，总有新玩法！,positive
青岛德国总督楼旧址,汤姆弟弟,这是强烈安利的一个景点，并且一定要租用讲解设备啊，门票20\/人，讲解设备10\/台，如果不租用讲解设备是无法完整了解这座建筑历史的，听了讲解一定会收获颇丰。整座博物馆里是不能拍照的，还以为原因是保护里面的物品不被闪光灯影响，后来问保安大哥才得知，里面陈列的柜子，书桌等物品都是有版权保护的，这才是不让拍照的原因。带上讲解器会详细的了解整栋楼的历史，见证沧桑与繁华，也对青岛的过往有比较深入的了解。就说几个细节吧:这栋房子是曾经德国总督和家人居住的地方，里面的装修和布置都很豪华。印象最深的是一楼的书桌抽屉设计巧妙，也就是抽屉里面还有抽屉，可以存放一些机密文件。儿童房的吊灯是可以上下拉动的，这样可以根据儿童不同的生活状态调节灯光保护视力。儿童房和夫妻起居室连在一起，并且可以通过推动滑门实现三房连通方便儿童跑动。另外挂门轨道的设计不是像普通房屋一样设计在地面，而是隐藏在门上，这样地面就干干净净不会绊倒儿童。另外保姆房和夫妇起居室虽然在同一层楼，但保姆房进去是要下楼梯的，我想也是为了显示主仆?同层不同位?的道理吧。楼层之间的扶手是根据人手的曲线设计的，握上去非常舒适。总之，可以从很多细微之处感知到修建这样一栋别墅，应该是花了国内外无数能工巧匠的心思，可谓世纪杰作。,positive
山陕会馆,lihongzls,一般般，没有什么很深刻的印象。,neutral
红叶谷,嗯嗯,我们是11月初去的，人超级多，开车不如走路快，而且路比较陡，我们就早早的就把车停在了路边，路边竟然也收费，要了我们20元钱，然后走路走了好久才到了售票处，反正我是没觉得多么好，枫叶也没我想象中的好看，就几颗数的叶子颜色还不错，但还不是枫树，拍照的人超级多，我等了好久才能拍上照片的。,negative
胶澳总督府旧址,大花花花花姑娘,"德国胶澳总督府旧址位于山东省青岛市市南区观海山南麓的沂水路11号。1897年德国侵占青岛后，于1903年始建其总督府，1906年竣工，建筑面积7132.3平方米，耗资85万马克。该楼是一座砖石、钢、木混合结构的建筑，采用十九世纪欧洲公共建筑的对称平面、四角和中间略为突出、中轴线非常明显的特点。整个建筑为4层楼房，呈""凹""字形，屋顶用红筒瓦覆盖，坡度较大，围以铁栏杆，既美观又作避雷之用。该楼建成后为德国总督办公之地，故名""总督府""，又称""提督楼""。",positive
一天门,为你而“链”,一天门看起来很壮观，值得一看。,positive
乳山银滩旅游度假区,小说迷-彪哥,海滩很长，但是沙滩不是很干净，,neutral
烽山公园,马家坪,最大的特色，就是在山顶上可以全部看到南长岛。,positive
山陕会馆,跬步三万,这是晋商和秦商在清代时合资修建的建筑，已有上百年的历史。里面古树参天、石雕精致、香火不断，浓浓的清代建筑风格。,positive
浮来山风景区,Alane?,天下第一银杏树真的让人赞叹不已，特别是秋天的时候，满目金黄，大赞,positive
珍珠泉,沿途美景,去过几次，去这样的景点得先看看今年雨水怎样，雨水好就快去看看，因为雨水不好的时候就不壮观了,positive
泉城广场,扬帆,如同众多城市的人造景观大同小异，如果想来，还是晚上有喷泉的时候来吧。,positive
水泊梁山风景名胜区,隐水风帆,上水泊梁山，忆英雄好汉。走远古之路，想当年情景。,positive
成山头国家重点风景名胜区,阳光下的里嘻嘻,整体来说，还可以，海边高高的岩石是拍照的好地方，哈哈,positive
孔子六艺城,大苗星人,千万别去，太坑了！去曲阜就去三孔就好了,negative
金沙滩旅游度假区,耙笔石,沙滩很不错，不一样，很好玩的地方,positive
大珠山风景区,小柏,杜鹃满山的时候，还是可以起看看的~没有杜鹃的时候，还是算了吧~,positive
林海公园,?鱼跃-于渊?,指示路牌不到位啊，根本找不到方向。来的时候风太大，浪也好大。海浪的声音听着特别害怕。,neutral
烟墩角,飘,冬天海边比较冷。但是天鹅真的很值得一看。,positive
李宗仁史料馆,凌纵九霄,还行正常景点，喜欢人文的可以逛逛,positive
花石楼,回旋之水,很快到达花石楼，名副其实的花石楼啊，都是花岗岩石建成的啊。一对新人在拍婚纱照，红色的婚纱与朴实的花石形成鲜明对比，更显新娘娇艳。进入花石楼，和总督府一样的家具和陈设。窗户多是彩色玻璃，和潮汕的陈慈黉故居一样的取材，据说这些也都是西洋货，但是富贵人家的钟爱；床和床头柜都是朴实的深色木，格调低沉厚实。这里，遇到一位奶奶，解放战争前后离开青岛到内地，也不知什么原因，直至今日才重新回来，在花石楼看那些老照片时，依稀能说出当时的什么建筑，以及现今的对比。岁月的童话，时光的呢喃，刚看到一对新人拍婚纱即将步入婚礼殿堂，转眼就看到老奶奶在回忆青岛往昔的种种，好好珍惜每一天，一辈子很短。,positive
万平口海滨风景区,levono,火车站离景区不远，当时稍微去转了一下，人不多比较安静，适合散步~,positive
中国海军博物馆,Cinderel,第一次去的时候是8岁的时候，那个时候觉得，哇，博物馆好大，站在那些军舰前拍照，很有感觉,positive
芝罘岛,清平乐,烟台最干净的一片海，登高舒啸、一览众山小，悬崖之下看海听风，难得的一个没有商业开发的好去处。,positive
圣保罗教堂,小猪猪侠,有名的大教堂，这里可以看出青岛的历史。,positive
环翠楼公园,偶爱嘉年华,威海市中心的制高点，可以眺望胶州湾、刘公岛景色,positive
泰山风景名胜区红门,鹿的猫,都是泰山的景，没话可说，不错，来了就知道了,positive
宽厚里,慢悠悠的蜗牛,就是一个全国小吃的汇集地，人比较多，也很嘈杂，有一些店吃的东西还不错，需要从大众点评上提前看好,neutral
台儿庄大战纪念馆,蜂窝铁牛,不能忘却的纪念，纪念那些为解放中国而浴血奋战的军人及百姓,positive
花石楼,麦子屯,八大关里面为数不多的需要花钱的楼，是老蒋住过的地方，很有特色的,positive
山东地下大峡谷,tsavo,沂水的地下溶洞是北方罕见的喀斯特地貌溶洞，全场六公里，现在开发出来的大概是三公里左右。溶洞交通不便，最好开车前往。溶洞里有很漂亮的钟乳石，配上各色灯光，显得光怪陆离。地下河漂流活动也挺好玩，还有萤火虫洞也比较有趣。,positive
九丈崖,水瓶殇???,我去的那天天气一般，据说上午下了大雨，连往来的船只都停运了。原就听说九丈崖的日落很美，可惜今日只能看看九丈崖本身了。大自然的神奇造物，确实是长岛必来的景点。虽然到处都是人人人，但我1个人走自己的路，倒也觉得很舒服。拍了很多纹路、色彩特别的石头，感觉做壁纸都美美哒~,positive
西霞口风景区,Aries,西霞口也是社会主义新农村的标志了，动物园不错，有喂动物服务。,positive
蓬莱海洋极地世界,小苹果,一个县级市的海底世界，总体来说不算失望，和其他城市的大同小异！,neutral
日照灯塔风景区,心在星辰大海,今天刚到日照，来逛的第一个景点。对于日照，还真是很陌生，一路从上海过来六百公里路，从日照港直接转过来，远远的就能看到高高耸立的日照灯塔，可惜没有开放。这个景点是免费开放的，进去有一片沙滩，眼前就是大海。浪很大，天气不热水还是有点凉，不过踩踩水真的感觉很棒，景色也很美。全程只收了五块停车费，不错的地方。,positive
泰山世界地质公园,文果儿Li,心情不是太好。我出现的晚了，其实心里一直有你,positive
超然楼,doudouxiong2007,超然楼被称为江北第一楼，位于济南大明湖畔，底座是一个汉白玉的，大明湖扩建后又增加了一个“超然致远”的美景，超然楼高达8米，上面一层观光，下面几层以木雕、壁画、图片、文字等形式，体现济南泉文化、城市园林文化及老济南的民俗文化。从超然楼顶楼可以俯瞰大明湖全景，这样想的话还是值得登一登高楼的，不过超然楼单要门票，而且超然楼单要门票40元，所以贵啊，大明湖整个景区的门票才要40呢，而且大明湖现在已经绝大部分景点都免费了，所以还是有点贵，夜景看的话有灯光映衬，也是比较漂亮的。,positive
德国监狱旧址博物馆,Suddenly——,除了古堡式外观感人，其他的我只能表达，真心一般！青岛最后悔，没有之一。里面内容枯乏，毫无亮点，可能本人境界不够，不懂得欣赏监狱史。,negative
五月的风,czj,五月的风雕塑位于青岛五四广场，很有特色,positive
周村古商城,漫步经鑫,周村古城在城市的中南方向，夏秋季节是旅游旺季,positive
青州古城-青州昭德古街,赵火丁,仿古一条街，环境还不错，有时间，还是值得一去。,positive
唐摩崖石刻,吐槽孔,还是非常壮观的，古人真的是很伟大啊，这要耗费多少工夫啊,positive
山东地下大峡谷,征途,特别适合夏天去，很凉快、特神奇的钟乳石，还有漂流太刺激了，玩不够，感觉没玩够呢，到站了,positive
望夫礁,笑出一眼纹,"望夫礁的小石头真的很好看,海水很干净",positive
东夷小镇,精灵蓝蓝,海洋公园旁边就是东夷小镇，走过来没有多远，开车来可以把车往前开个几百米，停到东夷小镇的两个停车场，和海洋公园的停车场一样，现在都不收费。东夷小镇是日照打造的有一个特色景区，是离海最近的古镇，将北方传统建筑和渔家民俗院落与旅游度假融为一体，但是这里离沙滩太远，感觉来这里转转还是不错的，住在这里又贵又不方便。这里吸引游客的其实主要就是小吃街，有全国各地的各种小吃，而且几乎都不重样，价格也不算太贵，可以挑几样感兴趣的尝尝，在这里吃个午餐。逛小吃街人多最幸福，每份都可以买来尝尝，大家一人一口，尝尝味道，可以把整条街都吃一遍。东夷小镇的美食街让来日照的游客多了个去处，这里规范经营，虽然价格也不算便宜，但起码不会被宰，也算是丰富了日照的旅行内容。东夷小镇除了小吃街，还有古代民俗文化博物馆、历代钱币陈列馆、婚庆体验馆、龙神庙、抗日战争纪念馆、六一书院等，喜欢人文风俗的可以好好逛逛。,positive
芝罘岛,卖火柴的小东东,芝罘岛11路公交过去（在三站科技市场可以搭乘），这里海岸上没有沙子，是石头的！风景很好，带点吃的来这里野营很好，人不会很多！,positive
大观园（济南）,小彭友Penny,只记得我匆匆的转了一圈，对大观园的印象太浅太浅。,neutral
五龙潭公园,霸道淑女℡,五龙潭相对趵突泉安静很多，人也很少，就像每个城市的街心公园一样，我和老公都更喜欢这里，选一个好看的喜欢的泉水池子坐旁边，聊聊天看的孩子跑跑玩玩太美好了。,positive
雪野湖,小草莓,很值得去度假的地方今年9月去雪野湖湖水很蓝很蓝住的当地最好的酒店非常棒的家庭游,positive
万佛洞,Singha,万佛洞就在千佛山里单独售票，在卧佛位置的分叉路口像左走几百米就到了。一个人走了将近200米，洞里安静到只有自己脚步的回声。,positive
养马岛,行者无疆,养马岛?很有历史文化文化气息，我很喜欢这类历史文化底蕴深厚的景点！,positive
青岛德国总督楼旧址,米尔盖茨,从门口向里张望了下，在旧址的基础上建了几栋黄色的矮房子，看起来很无趣，又担心里面太阴森，不适合宝宝，就没有进去。门口有一个小卖店，买了两袋啤酒，喝完继续走～,neutral
石门坊,A+,值得一去的好地方，建议有时间的小伙伴去看看！`````,positive
青岛世界园艺博览会,青岛小粪豆,景色挺棒，各种园，一天肯定看不完,positive
万鸟岛,HOHO,这个必须要去，长岛海上线路的精华所在,positive
任家台度假村,那朵莲,这个季节想去旅行吗？海边是最好的选择，我们和朋友两家自驾游去了日照任家台村，住在任磊渔家，环境不错干净卫生，离海又近，老板一家待人热情，海鲜做的棒，都是当天打捞17713254769的好新鲜，厨房是开放式，看着加工，白天海里游游，晚上吹海风看涨潮，早上观日出，不错的一次旅行，给渔家点个?,positive
中山路商业街,Cathy.,很有特色的街道。很多特色小店，可以去逛逛哦。,positive
山东大学(威海),唐妮妮,还记得报道那天，出租车转过一个山头，学校南门豁然矗立在眼前，抑制不住激动的心情迫不及待的一头扎进了校园里。在这里有住了四年的“海景房”，有泡了四年的“海景图书馆”，也有说走就走看海的冲动。夏日晚风吹拂，踱步在环海路上，走累了寻一处烧烤摊，一手大签子一手冰啤酒，还得腾出空来剥海货的壳子，不亦乐乎。酒足饭饱后和二三好友有一句没一句的先聊着，人字拖有一步没一步的拖沓着。走着走着，转眼间已然毕业了。现在的我，坐在北京的写字楼里，似乎有点想念那些少年们了。,positive
船形街,静钰,在台儿庄古城内、两边都是店铺，造型很大、挺漂亮,positive
东炮台海滨风景区,墨彩,很好很好很好很好很好很好很好很好很好很好很好很好,positive
车由岛,幸福路,8月8日下午去坐游艇去的，不到2小时就来回，渔家买的票200元，但是去了海鸥已经不多，应该不超过20只吧，渔家说是6月份比较多，海上风景还是不错的,positive
山东大学,浮年,挺好的大学，不过就校园来说没什么特色。,positive
胶澳总督府旧址,柴米CM,这个总督府旧址现在只能参观建筑外观了，因为里面改成政府部门的办公室了。。。。有点坑爹哈。如果想看跟德国统治期间的总督有关的景点，去迎宾馆哈~~还可以跟信号山公园基督教堂几个景点一起游览。,positive
中华泰山封禅大典,小岛,演员众多，场面宏大，因为舞台很大，说实话感觉演员跑来跑去挺累的，节目精彩值得一看，就是票价有点小贵。,positive
山陕会馆,freshlive,山陕会馆真的是这次的一个惊喜的地方，毕竟是国家级的保护单位呢……建议大家要个讲解员，或者跟着旅行团进，蹭他们的讲解员，毕竟是老土豪自己的地盘，还是很有历史、文化底蕴的。,positive
坊茨小镇,鲍勰（鳃）,以胶济铁路坊子段为中轴线两侧发展，曾经是德国和日本的殖民地,neutral
胶澳总督府旧址,freemind,晚上去的，外观还不错，地理位置也好,positive
车由岛,长岛王梁渔家,每年的67月份，都会有很多人看海鸟。,positive
智圣汤泉,终爱,去智圣汤泉一共每个人需要多少钱,neutral
小青岛,apple,不大的景点，虽从大路走进去还要一段距离，但是环绕这小岛一周，感受到清静自然的气息，会觉得很值。,positive
戚继光故里景区,快乐游侠,蓬莱市是明朝著名的民族英雄戚继光的故乡，周围保留有明代嘉靖年间修建的两座御赐牌坊和崇祯年间修建的戚继光祠堂，都属于国家和省重点保护文物。戚继光兵器馆可以去看看，里面展出中国明代战车、火器、冷兵器等各种武器，集古代兵器之大成。,positive
养马岛,狼,第一天去沙滩，水还真不错比较清，附近垃圾成堆，下海半小时佳能6D丢了，（有人留守岸上），等消息，多待了一天，路上赌成狗，没自己出去买海鲜，一顿晚饭，上吐下泻折腾一天,negative
黑虎泉,莱漂阳,黑虎泉位于山东省济南市历下区解放阁南护城河南岸，为天下第一泉国家AAAAA级旅游景区三大泉群之一。,positive
蒲松龄纪念馆,tsavo,蒲松龄纪念馆在洪山镇蒲家庄，也是蒲松龄生活的地方。这里本是普通的北方民宅，四进院子，其中北院就是聊斋。蒲松龄故居曾被毁过，后来五十年代重建。这里有很多蒲松龄生平的介绍，可以看出蒲松龄从科场失意到发奋著书的转变。,positive
青州博物馆,旅游手册,全国唯一的一家一级县级综合性博物馆！,positive
圣保罗教堂,土小垚,这栋建筑有种俄罗斯的风格，好像现在里面有家属区。,positive
银沙滩景区海水浴场,wei-青羽,人少景美的沙滩，没有金沙滩大，但是人比金沙滩少多了。就是想下海的得注意点，别去没有防鲨网的地方,positive
德国监狱旧址博物馆,不是甜辣醬,推荐指数：两颗星价格：成人：25元\/人、学生：10元\/人推荐理由：可以比较形象地了解德国以及日本在青岛统治时期的行为?，对于一个刚刚高考完的高考生来说?是一个比较好的巩固知识机会?，总的来说?一切博物馆的观察?都是去拓展眼界哒。,positive
湛山寺,Yale,湛山寺给我的第一感觉。真的很大！而且香火很盛。,positive
青岛葡萄酒博物馆,Meng小夕,青岛葡萄酒博物馆是2009年由市北区委区政府投资打造的以葡萄酒历史与文化展示为主题的的特色博物馆，同时也是国内第一座以葡萄酒为主题的地下博物馆。外部景观采用了欧式古堡建筑特点这次打造将打破原有建筑立面，融合英国、法国、意大利、西班牙、南非等多国建筑风格。博物馆占地总面积8000平方米。在这个洞内192米长的主通道部分分五个区域主要讲述了酿酒葡萄及葡萄酒基础知识、新旧世界葡萄酒的发展历史以及葡萄酒的文化知识等内容。里面比较有特色的是葡萄酒银行，你可以把自家的酒存在这个天然酒窖里，参观博物馆还可以免费品尝到博物馆珍藏的一款酒，外面没有出售，还蛮好喝的。,positive
潍坊偶园,雨昊,"偶园，位于山东省青州市城区偶园街197号，是清朝康熙年间文华殿大学士兼刑部尚书冯溥的私家花园，当地人称为""冯家花园""。因为冯溥在京城为官时住在万柳园，所以他就将皇帝赐给他在青州的宅第称为""偶园""，取""无独有偶""之意。青州偶园假山是中国唯一幸存的""康熙风格""的园林假山。除了假山，偶园内还存有""福、寿、康、宁""四大奇石。这些奇石玲珑剔透，气度不凡，在当时就有""一两石头一两银""的说法，可见这些天然巨石的珍贵。",positive
泉城海洋极地世界,幽默的鬼子,整体感觉一般，就是地方比较大，比起大连和蓬莱的海洋馆稍逊一筹。,neutral
杏坛,不落的太阳,是孔子的后代为了纪念他老人家而修建的一个亭子,positive
灵山岛风景区,Aizori,自然风光迷人，可惜很多地方不能去,positive
车由岛,stupidbear,海底风情，特别的舒服，非常的不错、,positive
日照竹洞天风景区,马克明明,好多竹子，还是不错的，空气很新鲜，好玩的地方也多，自然景观不错收门票的这里,positive
杨家埠民俗文化古村,茶茶?alu,感觉就是创收。。。没什么好看的,negative
大学路,怪哥,?这条路是台东步行街到前海风景区的交通要道。里面保留了很原始的德式建筑。可以从一浴下车，沿着海边走一段，还不是旺季的时候海滩没什么人，所有美好的词都想用来形容这里。?从地铁口出来，往离海的方向走上百来米，能看到一堵红墙金瓦的墙，上面写着【大学路】。?来青岛的文艺青年们都喜爱来这个墙角打卡，也吸引了很多拍摄婚纱照的新人，光线最佳的时候是下午到太阳落山之前。光斑透过树叶穿透而下打在红墙上，形成不规则明暗色，细看也能发现一些光影的美。大学有一条咖啡街，很多咖啡店如雨后春笋般在这里建立起来，经过一家店便可嗅到浓浓咖啡香。?来大学路找一家咖啡店一坐一下午，是青岛必体验之一。这里的店多是德式建筑原址重修，一走进便能发觉它与现代建筑的布局不同，我喜欢没有方圆规律的构造，所以我很喜欢这里。绿植点缀，有看台可以看到屋外弯曲的路，再高一些可以看夕阳或者大海。,positive
曲阜师范大学,l珂子,2016.4.3早上我和亮仔游览曲阜，路过曲阜师范大学，感觉不错，教书育人，借着圣人的影响搞好学校啊；,positive
鲁山国家森林公园,贝贝虫,周末闲来无事，带上老婆孩子一起前往鲁山。国家森林公园见得多了，本没把它当回事，没成想这次给了我一次大大的惊喜。那森林，那山水，那新鲜的空气呐，令人回味无穷。,positive
青云山民俗游乐园,ae乐乐,青云山很有意思，小时候六一儿童节组织一起去的。至今还记得那时候看过的风景。不知道，现在还是这样么。,positive
青岛天幕城,马蜂窝用户,其实就是以前的纺织厂，那叫一个清冷啊，家家户户都关着门，零星的开着几家商铺很低档的样子，这个景点可以忽略不去了。,negative
天烛峰,西岭苏村,大天柱，后石坞路线上一个不错的景点。远看就像一个擎天柱，上面还有一颗松树，这或许是它难得的地方吧,positive
中国海洋大学鱼山校区,血染江山的画,非常美又有味道，在里面上学的学子一定都很幸福很幸运,positive
第一海水浴场(南海路),巨蟹午马,位于青岛汇泉湾畔，是亚洲最大的海水浴场。,positive
斗母宫,Niklaus,斗母元君，简称斗母，也叫斗姥，是道教崇拜的女神。道教说他是北斗众星的母亲，原来是龙汉年间的周御王的妃子，名叫紫光夫人。由于一个春天在花园游玩有感悟，生下九个儿子。在道教中，斗母崇拜十分普遍，许多道教宫观都建有“斗母殿”、“斗母阁”、“斗母宫”，专门供奉斗母。,positive
青岛邮电博物馆,愛貓少女,是一个值得去的地方。一楼是出售明信片以及寄件还有收集各式各样邮戳的。二楼是展区，展示青岛的邮电发展历程以及城市建设，四楼是良品书坊的一部分。其实，邮电博物馆也是一个拍照十分好看的地方。有一种民国感。,positive
胶州湾大桥,桔梗嵐,飞机上看下来，壮观，横跨整个海平面。,positive
环翠楼公园,大哥的小跟班,一个新建的楼，免费的景点，登上最高层可以俯瞰整个威海,positive
小鱼山文化名人街区,纳木萨,文化名人故居街，靠近海洋大学，这里是山东大学的旧址，是文化学者集中的地方，因而附近曾有很多文人居住于此。这里有闻一多故居，老舍故居，王统照故居，沈从文故居，洪深故居等等，一幢幢老建筑如今有的作为景点开放，有的则已经成为普通民居，宁静厚重的文化气氛至今仍在。这里很安静，非常适合在此漫步。但缺点是这条路坡度很大，逛起来有点累。整条街整洁幽静，栋栋别墅在鲜花的映衬下分外清新雅致。话说，以前这些文人墨客们都好会选择居住的地点，依山而建面海而居好不悠然。,positive
蒲松龄纪念馆,幸运草,蒲松龄故居是在原来被毁民居的基础上修缮来的，票价是40元每人。在淄川区蒲家庄。,positive
南山旅游景区,Allison,南山集团，是烟台最出名的大型集团，配套设施齐全,positive
南山旅游景区,vanessa969696,位于山东省烟台市龙口市境内景色秀丽的卢山之中，景区内的南山禅寺、香水庵、灵源观、文峰塔、南山古文化苑等景点均系晋、唐、宋、元、明、清代遗迹，千年古刹，可谓圣地重光，更添新颜。古建筑群中的亭榭廊塔，山林水系，依山构造，古朴典雅，迤逦壮观，气势宏伟。,positive
九水游览区,戴草帽的虫,近今年来这里的人越来越多，水量大的时候景色更美。,positive
潭溪山旅游区,大栗,?潭溪山位于淄博市淄川区峨庄乡石沟村东，山青水秀，风景宜人，古树盘桓，百鸟栖居，绝岩怪柏，巧夺天工，飞泉瀑布，一泄而下。春赏山花烂漫，夏聆溪水潺潺，秋醉满山红叶，冬观满山洁白，一年四时，各有神韵，姿态万千。山非独立，与周围山脉相拥。,positive
牟氏庄园,josson9527,很有历史感的地方，在请了个解说员，了解这个庄园的历史，不愧是在北方出名的几个大地主之一啊。敬畏,positive
泰山风景名胜区-十八盘,luoluo,去泰山，就是奔着十八盘去的，爬上去感觉很不错，前提是你得提前锻炼身体,positive
成山头国家重点风景名胜区,三人禾,属于我们国家海岸线的最东端，如果花170元门票，可以进去看到最东端点有一块石碑，在心里体会一下海岸线最东端的感觉！,positive
定远舰景区,史逸雁,置身停泊在威海湾畔的定远舰，感受北洋海军官兵的真实生活。漫步铁甲巨舰，恍若跨越时空。,positive
光岳楼,一苇,不知道是不是因为看过了太多的楼和古建筑，光岳楼没有给我很多的震撼，感觉一般吧！就是天气蛮好的，天空蓝的纯粹。,positive
小鱼山文化名人街区,CHEN,小鱼山名人文化街，这里有着众多名人故居。不过貌似只有康有为故居对外开放。,positive
竹泉村旅游度假区,两全其美,太贵了，电子票要等三个小时，门票128,positive
沂蒙山银座天蒙旅游区,统筹兼顾,2017年，游人超过100万，在临沂蒙山中属于后起之秀，目前十分热门。,positive
日照竹洞天风景区,香宝宝,太远了，里面的表演还不错啊！@！,positive
偶园古街,旅游手册,现在的青州古城就在这里当然要去这里走一圈了！,positive
那香海国际浴场,小英~lo澈ve～,晴天时这里特别美，所以自驾的朋友们可以来看看，这里一路还有大风车，而且人真的还挺多的。还有一个无边泳池,positive
胶州湾大桥,新霁清旸,很壮阔的美景！天气好的话开上去心情很好呢,positive
仰口浴场,山水怡情,湾口开阔，沙滩细腻，水质清澈。,positive
刘公岛,来自海上的风,"暑期游客比较多，建议最迟早上八点到码头购票上船，否则就只是排队购票、坐船就需要花上1个多小时，从码头乘船20分钟后即可登岛。倘若你想要把刘公岛上所有的景点都玩一个遍儿,那大概需要整整一天的时间。",positive
周村古商城,在路上飞奔,这是在周村古城边千佛寺边照的两张照片。这是100多年前的客栈，这种古老的客栈可以反应当时鲁商的繁荣。周村，鲁商发源地。,positive
康有为故居,麦迪,对故居从不感冒星人，不建议和我一样的人群前去，打五星是因为康有为……,negative
石老人海滨浴场,"Hi,丹",“当你在穿山越岭的另一边，我在孤独的路上没有尽头”，石头阵真多，就想到这句歌词了,positive
湛山寺,张亮1119,天台宗的法场，正三殿算是中规中矩，毫无波澜。在西侧偏院有个超大的玉质卧佛，挺霸气。走到东侧偏院中的时候，正好遇到一众居士在诵经，挺有意思。东院与药师塔之间的高阁内，有一座从未见过的佛像制式，也算是长见识了。,positive
大染坊,Kevin,周村古商城也叫大街，位于山东省淄博市周村区，山东主干道济青高速设有周村出口、309国道绕城而过，素有“旱码头”、“金周村”、“丝绸之乡”、“天下第一村”的美誉。,positive
孔子六艺城,苯并二氮卓,一个坑爹的地方呀，地方小东西少。,negative
金沙滩,狒狒大侠,如封面图所示，恰逢天气好，到了以后就是照片所示景致，美不胜收,positive
孔子六艺城,潇箫小晓,还不错有些可以看得东西但是还是孔府比较好,positive
王府池子,张亮1119,往好了说，这里是隐藏在胡同深处的民间人文景观，是老百姓对于泉城水的利用和享受方式。往坏了说，这里就是个普普通通的池子，池子里有那么几个普普通通的大爷大妈在游泳，毫无看点。值不值得穿过迷宫一般的小路找到这里来看一眼呢？各执一词吧。,positive
芙蓉街,网友杨同学,小吃街，一般一般。附近的商业街倒是可以逛一逛。,neutral
五莲山风景区,牧鱼耕海,五莲山风景区是日照的山区里最好玩的，其中九仙山最好,positive
南山旅游景区,tong,上大学时去的感觉还可以环境很好服务态度也不错吃的素斋味道棒棒的,positive
万平口海滨灯塔,Lavender_若,晚上去的，灯塔亮起来很漂亮，遗憾的是夜晚太黑，没有拍到好照片,positive
泰和山风景区-黄花溪景区,池塘畔底,门票略贵，景色不错。一家人周末来玩一趟还是挺不错的，一天时间很宽裕。漂流虽然有点短，不过挺缓挺安全的，也挺有意思。,positive
日照海滨国家森林公园,田老三,日照最好的沙滩可以住里面的酒店,positive
天外村,张麒麟丶,位于西溪谷口，大众桥西侧的天外村，是西路登山之始，路口巨石上书“天外村”。北为黑龙潭水库，1942年建，蓄水36万立方米。,positive
长山尾,倾城,2015年8月25日，由于山上的时候不知道可以把?开进去，走了好久才发现人家都是开车进去的！不过一路上风景还是不错的，大风车第一次近距离的接触！到了黄渤海分界线风景更美！,positive
青岛书房,红袖·紫月,青岛书房，貌似现在每个城市都会有这样的一个书店，和哈尔滨的果戈里书店风格类似，虽然也是图书销售，但又不全是卖书，它有文化，阅读，主题沙龙，展览，文创等多种经营，可以买东西，可以休闲，可以说它小资，可以说它文艺，总之，很美，如果有时间，可以在这里消磨时光，品味生活。十一期间，这里来游览的人也很多，乐乐在这个心愿墙上写下了个心愿，可是他都不告诉我是什么呢？祝愿他心想事成吧！外观建筑很漂亮，后来我查阅，才知道这幢楼建于1901年，是德国人罗伯特纪念他的母亲安娜建造的，因此也称安娜别墅。据说顶楼还有餐厅，但当时我们没有注意到呢！,positive
