景区名称,用户名,评论内容,标签
幸福门广场,偏坠的小螃螃,威海地标。留念首选。很有特色。,positive
湛山寺,tonynash,游玩于2018\/05\/18，青岛市内唯一的寺庙，一般般吧~,neutral
青岛中山公园,苏醒,青岛中山公园，院内花的品种很多，但是唯有樱花最出名，每年4月份是赏樱花最好的时节，想看樱花的人们不要错过这个时间哟，我是19年4月1号去的去的太早满园只有一颗樱花树开放了其他都还是花骨朵，当时问到是4月8号是中山公园樱花节，所以想去看樱花的朋友们要打听好每年的樱花节去会刚刚好。去青岛看樱花中山公园是一个不可错过的地方，推荐樱花盛放期前往！还有就是中山公园没有门票是免费的哟！！,positive
康有为故居,萌生C位是旅行,淡季去的，人少，所以直接进去就好了，如果是旺季，可能是要身份证的，没有怎么细看，就看了看一层就出去了，院子里有一颗康有为栽种的银杏树，我们在树下坐着，被银杏果砸到了,positive
望人松,霞浦林生,过了五大夫松之后就能看见望人松了，望人松旁有石碑树立，不容易错过,positive
拱北石,lee略屌,拱北石其实很有特色，离日观峰也不远，算是泰山必游景点之一吧，也是个人多的地方。拱北石向外看去景色也十分不错，云海茫茫，心旷神怡。,positive
万平口海滨风景区,路途户外俱乐部,她以优美宜人的自然环境、湿润清新的空气、宽阔洁净的沙滩、清澈透明的海水和明媚灿烂的阳光著称于世，游客们在此可以进行沙滩浴、海水浴、日光浴、沙滩浴、沙滩排球等运动，是最能体现日照“蓝天、碧海、金沙滩”特色的景区。风景区内的生态公园是景区的中心区域，景区突出生态和海洋的主题，融入了人与自然和谐共处的理念，集广场、绿地、餐饮、购物、停车、娱乐、洗浴为一体，是日照“海滨生态市、东方太阳城”的重要标志，也是日照市对外开放的重要窗口和市民休闲、娱乐的城市客厅。景区内的泻湖，是天然的避风港，历代都是商船停泊之地，有“万艘船只平安抵达口岸”之意，因此取名万平口，同时也寓意万事平安，一生平安。,positive
蓬莱水城,水天,蓬莱阁下的蓬莱水城，它的历史要追寻到宋代。宋庆历二年在此建用来停战船的刀鱼寨，明洪武九年在原刀鱼寨的基础上修筑水城，总面积27万平方米，南宽北窄，呈不规则长方形，负山控海，形势险峻，它的水门、防浪堤、平浪台、码头、灯塔、城墙、敌台、炮台、护城河等海港建筑和海防建筑保存完好，是国内现存最完整的古代水军基地,positive
中华泰山封禅大典,王小鑫一人很得瑟,五一时候和家人自驾。。。那人多的，简直了。不过作为五岳第一，还是很有灵气的,positive
经石峪,陌陌小井,传说是西游记唐僧师徒取经回来晒经书的地方，非常壮观。,positive
威海影视文化城,雅乐之舞,春天去的，不能玩水上项目。有一些5D电影、卡丁车之类项目。基本上没什么人，比较适合小孩子和拍婚纱。,positive
智圣汤泉,倒叙小时光,去临沂就是冲着智圣汤泉去的，在省内也是人气比较高的了，人不多的时候还可以，据说有50多个池子，大约温度都在40都左右吧。人一多就感觉没意思了，大部分池子都比较小，过年的时候去的，水上乐园没有开。中午有自助餐，58元一位，可以吃饱，以中餐为主。总体评价还行吧，美团价118元节假日＋10元，要是价格在降降就更好了,positive
青岛市博物馆,358391092,青岛这个城市很年轻，博物馆的藏宝不多，不过免费，就在国际会展中心旁边！,positive
中国水准零点景区,空降兵,真心的不推荐，我是看不出来有什么，门票还很贵。,negative
蓬莱阁景区-田横山,常霞客,到了蓬莱旅游，第一站肯定是蓬莱阁。不过参观完蓬莱阁之后，可以乘坐跨海索道去田横山，索道在风大时或人少时经常不开，步行过去也就十多分钟。景区里最著名的田横栈道由于安全问题已经关闭了，现在只剩下灯塔和黄渤海分界标志值得一看了。对战国那段历史比较感兴趣的朋友，一定要去看看当年田横和五百壮士筑寨为营、慷慨赴死的地方。,positive
九水游览区,马蜂窝用户,远离崂山道士，，，，，，，，，，,positive
天主教洪家楼教堂,灰太狼,是济南市也是华东地区规模最大的天主教堂，也是中国三大著名天主教堂之一,positive
养马岛,??Daphne??,我们是十一假期去的，上岛的车很多。我们由于时间安排问题，没有转全岛。下面发的景色都没有加滤镜哦～,positive
泉城广场,"Hi,丹",晚上8点的泉城广场有喷泉，还挺好看的,positive
船形街,大象,是台儿庄古城标志性建筑之一。整条街貌似船型，中间就有一个石刻的大船，船头会喷出水柱，极具观赏性，街边全是商铺，来往游客熙熙攘攘，络绎不绝。,positive
青岛唐岛湾,大白鲨,唐岛湾最漂亮的是南岸，是一个公园很干净设施很好，不过里面超市的价格跟景区价格差不多。,positive
升仙坊,Niklaus,升仙坊位于山东省泰山中路紧十八盘的起始处，为两柱单门式石坊，额题楷书“升仙坊”。此处山势陡峻，悬崖峭壁，上临岱顶天庭，咫尺仙境，似有飘然升仙的意境，故名“升仙坊”。游人至此小憩，每每浮想联翩。回视山下，常有腾身云霄之感，举首仰望，南天门近在眼前，奋力攀登，岱顶在望。,positive
万平口海滨灯塔,Marco菠萝,是一个拍婚纱照的好地方啊，风景还好，离世帆基地也不远,positive
唐摩崖石刻,回旋之水,泰山的一大标志石刻，硕大的山石上刻了密密麻麻的泰山铭，还有其他大小不一的金色黄色的刻字，包括中天门到南天门这一段的那些，构成了浓浓的泰山人文底蕴。,positive
环海路风景线,娜娜,风景非常好的环海路！吹吹海风！,positive
日照九仙山风景区,青鸟的天空,人不多，需要门票。这里有孙膑读天书的地方，还有那甘甜可口的天泉和地泉，还有那传说中居住着黑龙和白龙深不可测的黑白龙潭，有着自然的万亩杜鹃花园等，值得一看。,positive
威海华夏城,nobody,是被导游逼着去的，如果自己花钱，肯定不会去,negative
云步桥,路人丁的野望,过了中天门没多久就到一座石拱桥，名字非常好，精致也不错，可惜水有些少。,positive
青岛世界园艺博览会,侯娜,世博会还是值得一去。园景、海景皆包括。特别是带孩子的亲们，是溜孩子的绝佳场所。,positive
环翠楼公园,哥谭骑士,一个不花一分钱的城市公园，我之所以要打全五星的分数，是因为这里确实给人很多惊喜。我们定的宾馆在统一路上，离环翠楼只有一个路口的距离，因为提前一个下午到达了威海，就在宾馆附近先转转，也就有了充足的时间游览环翠楼。从街边到环翠楼有很长的台阶，需要走一阵，但是沿途风景不错，不会走的心烦，登楼需要凭身份证领取参观票，据说还是限量，但是人不算多。环翠楼始建于明代，这楼是后来复建的，一进环翠楼大门就被它里面的装修配色给惊艳到了，以木质和仿木质的材料为主，黄黑搭配，显得非常富有艺术感，华丽但又不俗气，有电梯等现代设施但又突出了古韵，每一层都有非常漂亮的雕塑、字画等艺术品展览，有时间可以仔细逛逛。到了顶层，极目远眺，真是豁然开朗，威海城全貌映入眼帘，碧海蓝天、青山小城一览无遗，是绝佳的观景地点。从环翠楼背面出来，沿着公园小路一路走回，还可以看到古城墙遗址，沿途的树木也非常茂盛，有空还可以去盆景园看看盆景。总之，来威海不管你行程是多么紧凑，抽出半个小时时间来环翠楼看看，绝对是没错的，一定能超出你的期待！,positive
小鱼山,潇肉肉,地图上显示小鱼山公园有一个西南门的入口和一个北门的入口，经过实地跋涉，很负责的告诉大家，西南门已经不向游客开放了，如果要去小鱼山公园，只能走北门！！！！！！小鱼山公园非常小，门票10元，在公园的中心有一个临霄顶，是一个制高点，可以看到整个青岛老市区，包括海边、很多老居民房，很美，值回票价！人也不是很多，跟信号山公园遥相望，做攻略时看到评论说小鱼山比信号山公园的人少很多。如果要眺望老城区，感觉可以二选一。,positive
九如山瀑布群风景区,芬芳飞扬,风景很好，山也很有特色，到处流水很美,positive
仙境源,rim-8,这个景区在建，很多人说不值得一看，我觉得比烽山强点。我们是打车到这里，出来后没有出租车，步行到望夫礁，小有距离。,positive
光岳楼,猫骨,坐落在古城内，古城很多是新修建的仿古建筑，光岳楼是这片仿古建筑中最高的，基本上是保持原状，部分损坏的按照原样复原，白天可以登楼，俯瞰古城全景，挺好的,positive
青岛第三海水浴场,Am茅lie,喂海鸟，捡贝壳，买了水星准备带回家，结果飞机不让带，被迫丢弃。要是坐火车就好了。,positive
青岛方特梦幻王国,小娜1218,一定要去夜场！！！烟花秀真的很赞，建议报名直通车，方便快捷,positive
中天门,颜丑文良,中天门是泰山登山东、西两路的交汇点。此处为登顶半程，上下必经之地。中天门建于清，为两柱单门式石坊。泰山古时多虎，古人在坊北建庙祀黑虎神，现庙内塑财神赵公元帅执鞭跨虎，东为仿古茶楼，西南为中溪宾馆，西北为中天门索道站。电话0538-96008888用时参考1-3小时交通【外部交通】1.乘坐14路、19路、45路、k37路、k3路、k49路在红门站下车可到泰山红门入口2.乘坐19路、k37路、k39路内环、k39路外环、k3路、k49路在天外村站下车可到泰山天外村入口3.乘坐19路在天烛峰景区站下车可到天烛峰入口4.乘坐k16路、k49路在桃花峪站下车可到桃花峪入口【内部交通】景区内步行到达门票80.00开放时间全天开放,positive
青岛森林野生动物世界,mengxiaoni,似乎到哪里都喜欢去看看小动物。青岛野生动物世界的范围比较大，可以游玩差不多半天左右。来这里的交通还是很方便的，可以乘坐1、18、30路等公交车到新街口，再转12路公交车到野生动物世界站下车就可以了。公园的门票也很贴心，除了60元的成人票，还有90元的一大一小和150的全家游览票。里面的小动物非常多，也有一些表演可以看，但需要注意一下表演时间。,positive
潭溪山旅游区,兔兔,门票80感觉还是挺贵的，但山上景色确实不错。分几段不同景观，一段是溪流峡谷景色，一段是徒步，特别是溪流一段，虽然不及焦作云台山但也多少有点它的意味，值得一去。,positive
中山路商业街,泽zze,晚上很热闹繁华，早上很清静，两种感受，每一种都很有滋味！,positive
临淄中国古车博物馆,茉莉梧桐,另一个是位于临淄齐都镇后李村的中国古车博物馆。这是在20世纪90年代发现的春秋殉马车坑的基础上建立起来的。车马坑内共发掘出土了殉战车10辆，马32匹，规模之大，配套之齐全、马饰之精美，堪称全国之冠。再配以大量的图文介绍了中国古车的类型、结构及发展史，感觉不虚此行。,positive
原山国家森林公园,随风而去,石海很震撼，植被丰富，其它都是人造景观。是个休闲放松的好地方，不要抱太大希望。,positive
环海路风景线,楠楠,城市很小，也很安静、干净，很舒服。,positive
仰口浴场,迷迭香,过了桥之后就能看到仰口海滩了，风景一样的似画报，踩踩水拍拍照追追浪,positive
苏禄王墓,lihe1799,苏禄王墓应该算是我去过最“偏门”的一个景点了，但却是我最想点评的一个景点（到目前为止）。无巧不成书，德州，我来了。说其偏门，原因有三1.德州本身不是一个旅游城市，蜂窝上的景点推荐的基本上都是特别现在的人工景观。2.苏禄王墓里很多景观都是后期修葺再次添加的人工景观。3.参观不需要购买门票，凭有效证件免费参观。如果你对伊斯兰教不感兴趣的话，半小时差不多了。然后，德州基本上没有后续的景观了（当然，买扒鸡去）。最想点评是因为这里面有故事，故事虽不长，但有意思好理解。,positive
济南动物园,小猫娘懿欢,园区设置的比较合理，基本上绕园转一圈就可以把动物看完，园区不大，一般情况下建议自己走就可以，完全没有必要坐游览车。有些园区有台阶需要上上下下，推婴儿车可能会不方便，因为要搬来搬去。春节期间园林局会搞活动，比较好玩。前几天去熊猫馆新添了一只小熊猫和大家见面，超级可爱！,positive
唐摩崖石刻,Echo,石刻看起来还是很壮观，观赏性很好的，我当时是夜爬然后看完日出下来才看的,positive
青岛海底世界-青岛水族馆,我是大哪吒,很一般，逛完以后一点印象都没有。,neutral
彩石溪,一个人的、承诺↑,彩石溪的风景和不同于山上那种粗犷豪放的景色，这儿秀丽多姿，很不错,positive
九丈崖,K,位于北长山岛西北角，是岛上又一处精华景区。九丈崖紧邻月牙湾，那里的悬崖以陡峭和险峻而著称，与月牙湾有着不一样的精彩，也是看日落日出的好地方。九丈崖的九字是个约数，但见高耸入云的悬崖从海边拔地而起，那一个震撼了得！照片上看不出有多壮观，当你真正置身悬崖下边的时候，仰望绝壁万丈，就不得不感慨大自然的神奇造化了！大海中能有如此鬼斧神工的自然景观，在国内是没有第二个地方的。月牙湾和九丈崖是连接在一起的，可以走着过去的。九丈崖是观日落的最佳地方，但阴天没有看上。,positive
青岛国际啤酒节西海岸主会场,海风,青岛啤酒节是青岛一个很重要的节日，每年的8月中旬，在啤酒城，今年在金沙滩呢边也有了分会场，每年都会有很多外地游客来热闹，门票分早晚，晚上的拍哦能贵点，但是不建议在里面喝啤酒，嘻嘻，因为对于不会喝酒的人来说都是一样的，而且还贵，来一杯意思意思就好了,positive
泰山风景名胜区-南天门,逍遥一游2011,南天门这段石阶又窄又陡，很难让你停下来歇息，只得一气下到一个小平台方能缓口气。,positive
曲阜三孔景区,perf,东方圣城名不虚传，一生总要去一次感受孔圣人的哲理。,positive
青岛国际啤酒节西海岸主会场,......,参加啤酒节不能少了原浆啤酒很热闹,positive
微山湖湿地红荷风景区,桃之夭夭12,抱着去拍置身荷花中的目的去微山湖的一定会失望的，因为你能和荷花在一起的只有船上。整整40分钟的游船绝对是看饱荷花，大片大片的出现十分壮观。但游船结束上岸的风光很无聊，除了芦苇就是杂草，还有很多战争时期的仿古建筑做的也比较假。岛上东西都比较贵，一条鱼78元比较坑爹，和平时吃的鲤鱼没有太大区别。莲子和莲蓬倒是可以买，越在岛上价格越高，可以在坐电瓶车的地方买，比岛上便宜一半。总之，微山湖是个食之无味弃之可惜的景点，不去会遗憾，去了会无聊。,negative
济南植物园,仨耳朵,济南植物园位于济南市区中部，始建于1986年，1989年9月建成开放，园区占地面积46.7公顷，植物分类采用克朗奎斯特系统进行植物配置，共有植物89科450种近20万株。去爬泰山路过，里面挺好玩，竹林花草都有，还有一些有意思的建筑，挺喜欢。,positive
德国风情街,芋珄,建筑比较有德国的感觉，总体上来说就是一个吃吃吃的地方,positive
孔林,蜗牛小周,背诵论语30条免费游三孔，还有荣誉证书，节约150元啊，知识就是金钱。,positive
浮来山风景区,zhizhimiao,定林寺里的天下第一大银杏树很壮观的，特别是秋天树叶变为金黄色时。,positive
大染坊,〆ミ葙盻≮,单买门票20元，里面其实不大，但是冲着这部电视剧来的，一定要看看,positive
潍坊世界风筝博物馆,米粒儿,既然来到了潍坊，看看风筝也是不二的选择，不错，挺有意思，赞一下,positive
公主楼,18..,公主果然以风韵取胜，着实为人倾倒，另外童话雕像和三楼的小玩意儿也蛮不错的。,positive
蝴蝶楼,laraineliang,没有进去参观，但住在附近，算是地标，每日路过。从此处往第二浴场走，一片松林，是最惬意的一段,positive
中国水准零点景区,杨少,这里是一个标志性的纪念的地方，是中国的一个水准的零起点的地方的,positive
彩石溪,伪|善、,这个地方还比较偏僻，游人也比较少，但风光真的不错，应该属于登泰山的另一侧，夏季去的，没想到溪水很湍急，带小孩子去要注意。,positive
花仙子风景区,巡山不劈柴,4月底来的，虞美人和二月兰开的正盛，油菜花还比较顽强，还有一片花田也在开，其他的就没怎么开了，景色一般般,positive
青岛书房,Miss_Hui,歇歇脚才进去的，里面有餐饮，淡季旅游，人少安静，很舒服,positive
大观园（济南）,蹦跶跶,"没有想象中的大,不过也是值得一游啊",positive
杏坛,老言,在孔庙大成殿前的杏坛，相传是孔子讲学的地方。,neutral
九如山瀑布群风景区,雪球狂舞,十公里的实木栈道，长度堪称世界第一。她将九如山三十六平方公里连绵群山中的山峰、峡谷、清泉、密林、瀑布、溪流巧妙地连缀在一起，形成了中国北方罕见的大型自然生态旅游景区。九如山瀑布群，泉城七十二名泉的发源地之一。这里没有雕梁画栋的楼台和廊阁，没有普渡众生的庙宇和神灵，没有牵强杜撰的传说和故事，没有雕刻山体的诗赋和墨迹，这里只有100%纯净的自然山水。,positive
大染坊,就是爱玩,周村大染坊，本为杨家大院，后来因为电影拍摄需要改为染坊，电影《大染坊》就是在这拍的。周村历史上的印染业十分发达。,positive
万平口海滨风景区,如故,日照万平口风景区应该是日照最大的海边景区了听说新改造后里面很多好玩的娱乐设施也比较健全所以就首选来这里了可惜的是以前来的时候没有门票现在改造后每人门票60同行的一共5个人所以比较心疼但是确实里面比以前好多了绿化也很好游玩时看见海上有游船然后就联系金辉旅行社小秦价格半价超级实惠省了一大笔钱建议提前带好水旅游区的都贵是肯定的??其他的如果想买个纪念品就买个吧旅游一次总得留点纪念,positive
彩石溪,伊小希er,最令桃花峪增色的是彩石溪，溪中流水之下忽如彩石铺就，溪底一条条石纹五彩纷呈，阳光照耀下，分外生动，这就是著名的彩石溪。很美。。。。。。,positive
泰安岱庙,马蜂窝用户,岱庙，登泰山的第一站。岱庙是泰山最大、最完整的古建筑群，为道教神府，是历代帝王举行封禅大典和祭祀泰山神的地方。岱庙与北京故宫、山东曲阜三孔、承德避暑山庄和外八庙，并称中国四大古建筑群。登泰山，一定要先游岱庙。要仔细品味岱庙的历史文化，然后登泰山，必然会身上充满了力气，登顶成功。,positive
大染坊,风过云淡,地方的民俗特色不错，还有电视剧外景的噱头，就是里面的耍猴有点不好,positive
环海路风景线,快乐游侠,环海而建，有些路段穿过丘陵，高低起伏。部分路段设有骑行道，观景平台。沿途有海滨浴场，宾馆饭店，渔村，学校。天气好的话沿海骑行，边走边玩还是很惬意的。,positive
经石峪,等你回眸,经石峪是西游记中晒经石的原型，以前能进去，现在有专人看护，不让进去了，只能在外面看,negative
蒲松龄纪念馆,浴火为龍,蒲松龄纪念馆，全国重点文物保护单位。坐落在山东省淄博市淄川区蒲家庄，是为纪念世界短篇小说之王蒲松龄而设立的文化名人纪念馆。蒲松龄纪念馆是在蒲松龄故居基础上于一九八零年建立的。拥有六个小院、七个展室，占地面积5000多平方米、展览面积2000多平方米，陈列体系完备、展览内容丰富，是淄博市最负盛名的旅游胜地之一，每年接待中外游客十多万人次，并接待了一批党和国家领导人，如万里、乔石、田纪云、李长春、江泽民等。蒲松龄纪念馆也先后获得省级爱国主义教育基地、省级青年文明号、市级文明单位、花园式单位、青年文明示范岗等荣誉称号。蒲松龄纪念馆现设有群众工作部、陈列保管部、《蒲松龄研究》编辑部、保卫科、办公室等机构，并成立了蒲松龄研究所、蒲松龄研究会，主办有中国人文社科核心期刊《蒲松龄研究》季刊。,positive
德国风情街,不是甜辣醬,推荐指数：一颗星推荐理由：一直以为它是一条充满德国??风味的一条街?但是！谁知道只是这么一个角落（因为网上都在力荐?所以觉得一定要领略一下）?气的哦。,negative
日照灯塔风景区,香格外拉,来过两次了，免费的海滩，离日照市中心最近，方便，但人多！,positive
沂蒙山银座天蒙旅游区,任性的板砖,景区返璞归真，特别亲近自然，有的地方护栏很少，带好孩子，注意安全！看不够的风景！很少人，很美！那时四月！11月初再去一次！回来再写一篇！真的很美！银座天蒙山！不虚此行！,positive
十笏园,四喜,虽然去过走到累的拙政园，十笏园可以说是轻松逛完的小而美。,positive
中天门,abelabel,对于很多坐车上来的人，即使不坐缆车，中天门也只是登山的开始。,positive
奥帆博物馆,大络,人不太多，里面很多小游艇。有时候海军节日，参观军舰都在那里。,positive
沂蒙山旅游区云蒙景区,小花,还不错的风景、正在爬起来会比较消耗体力,positive
中国海军博物馆,?栽楞小桃子?,大家一定要注意，博物馆有两个门，有一个门需要另买船票10元，而且还得在船上等好久，简直是上了贼船，所以大家一定要走正门，正门得门票30，我们就是被百度导航欺骗了,negative
山东省科技馆,在路上,是科技与现代的结合，很适合青少年,positive
大成殿,梓树芳华,很宏伟，也很有气势。我们是在05年去的。如果在殿宇旁没有几百几千的高香就更好了,positive
昆嵛山,狩猎者,同事一起去过几次，真的不错，爬到泰礡顶再回来要四五个小时，累并快乐着,positive
望人松,八戒,没去之前一直以为树很大，结果经过它时一开始还没发现，后来翻了下蚂蜂窝才知道这就是望人松。,positive
青岛第三海水浴场,琼丫_Tree,沙子比较细，海水很蓝。。。阳光下的海水更加美丽！,positive
南山旅游景区,Crystal,下面分的好多小的庙宇，走好远才到大佛的脚下，下面的佛手中心已经被摸得褪掉了铜色。大佛脚下的台阶有点陡，恐高的恐怕上不去呀，但是里面的景观还是挺震撼的，总体感觉不错。,positive
山东省科技馆,祺瑞乐天,山东省科技馆地处在泉城广场的一侧，里面环境很好，各种科教器材丰富，而且可操作性很强，儿童在这里浏览会学到好多科普知识，推荐去浏览。科技馆具有参与性，好多的设备都可以实际操作，在操作中学习科学知识，这里真是学习科普知识的好地方。,positive
山东地下大峡谷,白马肥王子,地下大峡谷门票98元60岁以上70岁以下老人半价70岁以上老人免票地下漂流60元切记不要买雨衣不要买雨衣不要买雨衣重要事情说三遍买漂流门票会送一双鞋套漂流长度大约1000米走完全程大约一小时左右。个人感觉就是看灯光实质可看的东西几乎没有可以买萤火虫洞套票和地下峡谷景区还有十分钟车程。没去不做评论,positive
历下亭,手写寂寞,在大明湖中心的一个小岛上，说是乾隆时建的，历史悠久，但真的没什么好看，上岛还要坐船过来。,neutral
潍坊偶园,聪的心~鉴定,潍坊的景点，面积不是很大啊！?,neutral
日照灯塔风景区,李雨山｜随心潜行,个人感觉更合适看日出的地方其实是灯塔风景区内，我们来到灯塔风景区的时候太阳已经升起来一段距离了，早晨海边还是有些雾气，不过根据这两天的经验来看，这点雾气很快就会被大太阳晒透。??????三五好友一起来看日出是不错的选择，不管是在海边还是在某个山顶，一起迎接美好的日出都是很有意义的。海边很安静，风很平和，海平面也很平静，只有海浪爬上岩石时微微的水声，在这静看日出很享受。?太阳一升高，天就透亮起来，东边虽还有点云雾，但是西边天空已经蔚蓝。著名的灯塔就在面前。这个景区免费，停车10元。,positive
刘公岛,zhm_jinan,其实整个岛就是森林公园了，里面有熊猫和梅花鹿可以看，有时间还可以上山,positive
鸡鸣岛,youth,如果没有爸爸去哪儿，我真的会给这里五星好评，但是因为商业化的引入，反而失去了当地特色,positive
昆嵛山,Ms_宋小懒,传说中道教圣地，山不高，却是登山的好去处。自然环境很好，保持的不错，也在开发中,positive
威海影视文化城,天天揍老胖,好像小时候看的大风车那个节目就是在这拍的，比较适合孩子玩，很有童话城堡的感觉，大人自己来感觉有点傻。现在不如原先繁荣了。,positive
燕儿岛山公园,旅行守望者,据说这是游客很少来的一个有海边木栈道的公园下公交车跟着导航一路走到海边，果然豁然开朗,positive
巨峰景区,嘻嘻?妖女?,属于崂山景区，必须乘环保车，可以坐索道，大家选择索道的较多！,positive
云步桥,Yary漫游记,泰山旅游景点之一；位于五松亭下，快活三里北首；东西向，单孔石拱桥。,positive
微山湖微山岛景区,高见,可以来我家看看，地道的渔民风景和微山岛一样，可以品尝到最新鲜的湖鲜。休闲垂钓快艇漂移沙滩踩沙赏荷游湖自驾小船体验扑鱼让你坐一把渔民。电话?18653786917微信同号,positive
青岛唐岛湾,小尾巴,唐岛湾两岬环抱，湾口是著名的唐岛。唐岛很小，只有0．07平方公里，但是它十分有名,positive
巨峰景区,杠子,冬天不太好看，但是崂山的石头还是蛮有特色的。在山顶看到了海，不是很清楚，半猜半看。山上还有雪，还是挺美的。比我们预期时间要长，干粮也没带，吃了几口崂山雪，哈哈。到山顶的大石头上睡了一觉补充体力，也算是美滋滋。,positive
大珠山风景区,Six_iRiS,跟着百度地图走，终点在一个工地边上，也找不到人问路，只好瞎开，居然开到了后门，就是靠近石门寺的那个门。门口停车场很大，去的时候又不是周末，花式停车都可以。说好的杜鹃花影子都没有。山上有泉水流下来，水很清也很凉，一路上都有人提着水桶在接水。不过作为一个生活在遍地是山的重庆的人来说，大珠山真的是麻麻的啦~,positive
孔子登临处,红色铁皮人,"孔子登临处，位于一天门北，为四柱三门式跨道石坊，明嘉靖三十九年(1560)始建。坊两侧分立两碑，东为明嘉靖间济南府同知翟涛题""登高必自""碑，西为巡抚山东监察御史李复初题""第一山""碑。北侧为两柱单门的""天阶""坊。孔子登临处额题""孔子登临处""五大字，柱联曰:""素王独步传千古，圣主遥临庆万年""。",positive
峄山,水泫沄,山的风景不错，不过开发的旅游还不算成熟，原生态的农家庄园不错,positive
青岛天幕城,不是甜辣醬,推荐指数：一颗星推荐理由：是一个室内的商业街?然后?顶部是一个蓝色的天空?还点缀着星星?总的来说还是不错的?但是?里面很多店可能因为整顿所以都没有开?只有一些卖衣服的小摊?所以不是特别吸引人去玩,negative
青岛路老建筑群,牛牛,沿着海边就这样走着看着风景不想结束,positive
泰山风景名胜区-十八盘,旅行到宇宙边,十八盘是泰山最陡峭的地方，也是到山顶最后一道难关,neutral
漱玉泉,Luoer,现在中国人貌似看到池子就想许愿，泉池底铺满了游客投放的硬币，池水里鱼也很多，水很清。,positive
花仙子风景区,仙游兰兰,五一去的，花不多。留给这里的游玩时间一个半小时到两个小时左右就行。景区不大。,positive
山东地下大峡谷,怡情伊雪,提前一天从临沂到沂水，遇上大暴雨，入住车站对面的速8酒店！第二天，我带着两岁的孩子，朋友带着一个13岁，一个5岁孩子一起去的。去之前看了很多攻略，感觉已做到心中有把握，绝对不被坑！去玩当天八点之前在美团上订好票，因为攻略说八点后订票，当天不能游玩！出租车到景点30元，换票的时候果然出现问题了，窗口工作人员提示用机器找不到我订的票，明明已订票成功了！因为有孩子闹，没办法退掉后，在窗口96元重新购买了三张！让买小飞龙票，我说不用了，在小飞龙检票处右手边有步行台阶，走上去穿过庙就到了观光车处，非常近，我还一路抱着两岁的孩子呢，真的没必要坐小飞龙！观光车才10元一位到洞口！到洞口后等了一会，人数差不多了，才放进去一批！讲解员的速度非常快，不停催促快点跟上，要不只能跟着下一批了！不用理会，自己观赏自己的！打上灯光的钟乳石非常漂亮，可是，我们孩子小才两岁，非常害怕?，所以呢，朋友一家三口玩的比较尽兴，我在一边安抚孩子，一边走马观花的往外走，没打算坐漂流，因为孩子太小了，况且漂流属于高危险项目，可是朋友已买好票，退不了。好说歹说都退不了，只能上了。漂流比我想像的稳多了，不过孩子害怕?。里面收费项目过多，但如果提前了解清楚的话，是可以省心省钱的！最后的冒险岛鬼屋这个项目我果断放弃了！工作人员说如果不进冒险岛，需要爬680.米台阶才能出去！确实吓我一跳，因为我孩子必须得抱着，不自己走！想想算了，680米就680米吧，不要吓着孩子！鼓足勇气爬台阶！额……真高啊，工作人员，你们这样骗人好么？这就是680米台阶？？？？一会会就出来了。景色挺好的，就是孩子太小不建议去,positive
世界风筝都纪念广场,西域坑神,博物馆上下两层，不到半小时就走完了，内容还可以专题博物馆，门票每人30元。,positive
海上公园,雪夜冰河,这里景观丰富，非常漂亮，特别推荐一下。海上公园离火车站很近，这里有游乐园、人工湖、奇石园、森林生态园、海水浴场等景点，免费开放。这里设计的确实很不错，既有中国江南水乡的特色，又有日韩海岛的风光，形成了中西合璧的独特风格。,positive
